Date,Open,High,Low,Close,AdjClose,Volume,SMAOpen,SMAHigh,SMALow,SMAClose,SMAAdjClose,SMAVolumeI
2021-04-22,1892.25,1914.45,1876.70,1906.40,1900.29,6687573.00,1946.21,1963.80,1928.10,1941.89,1935.66,8285777.10
2021-04-23,1906.00,1918.90,1895.35,1904.35,1898.24,5459016.00,1936.81,1951.00,1918.30,1932.04,1925.84,7711786.90
2021-04-26,1920.00,1962.00,1911.50,1937.85,1931.64,9620785.00,1927.71,1945.00,1910.15,1925.29,1919.11,7964577.60
2021-04-27,1940.00,1997.20,1938.25,1988.65,1982.27,9226547.00,1921.87,1944.08,1905.98,1925.95,1919.77,8239384.10
2021-04-28,1997.85,2008.00,1980.15,1997.30,1990.90,7902002.00,1925.75,1948.74,1913.97,1934.56,1928.36,8064981.20
2021-04-29,2022.90,2044.50,2007.30,2024.05,2017.56,8035915.00,1935.64,1959.13,1922.91,1943.79,1937.55,7972746.60
2021-04-30,2008.50,2036.00,1987.55,1994.50,1988.10,9150974.00,1943.86,1966.63,1930.37,1948.81,1942.56,7977594.80
2021-05-03,1966.00,1979.00,1943.10,1959.05,1952.77,10909942.00,1946.80,1969.54,1932.03,1951.50,1945.24,8346021.10
2021-05-04,1950.00,1967.80,1911.00,1916.60,1910.45,10083693.00,1951.40,1974.68,1934.13,1952.99,1946.73,8501593.70
2021-05-05,1923.35,1938.50,1908.05,1920.10,1913.94,5719649.00,1952.68,1976.63,1935.90,1954.89,1948.62,8279609.60
2021-05-06,1921.85,1935.00,1906.60,1931.00,1924.81,6749281.00,1955.64,1978.69,1938.89,1957.35,1951.07,8285780.40
2021-05-07,1937.75,1955.65,1926.00,1931.75,1925.56,5671163.00,1958.82,1982.37,1941.95,1960.09,1953.80,8306995.10
2021-05-10,1939.00,1946.80,1920.95,1926.20,1920.02,6433879.00,1960.72,1980.85,1942.90,1958.92,1952.64,7988304.50
2021-05-11,1915.00,1938.55,1910.00,1933.15,1926.95,6220217.00,1958.22,1974.98,1940.07,1953.37,1947.11,7687671.50
2021-05-12,1930.10,1932.90,1907.00,1913.15,1907.02,6081627.00,1951.44,1967.47,1932.76,1944.96,1938.72,7505634.00
2021-05-14,1928.05,1942.00,1906.00,1937.30,1931.09,6134079.00,1941.96,1957.22,1922.63,1936.28,1930.07,7315450.40
2021-05-17,1937.30,1963.45,1930.40,1960.35,1954.06,5479424.00,1934.84,1949.97,1916.91,1932.87,1926.67,6948295.40
2021-05-18,1981.00,2002.60,1972.50,1987.95,1981.58,5567958.00,1936.34,1952.33,1919.85,1935.75,1929.55,6414097.00
2021-05-19,1980.00,2016.45,1972.00,1997.05,1990.65,7530294.00,1939.34,1957.19,1925.95,1943.80,1937.57,6158757.10
2021-05-20,1997.90,2010.90,1981.00,1985.40,1979.03,5271497.00,1946.80,1964.43,1933.24,1950.33,1944.08,6113941.90
2021-05-21,1992.00,2009.60,1986.00,2002.55,1996.13,4977555.00,1953.81,1971.89,1941.18,1957.49,1951.21,5936769.30
2021-05-24,2008.00,2009.80,1982.00,1985.65,1979.28,3946636.00,1960.84,1977.31,1946.78,1962.88,1956.58,5764316.60
2021-05-25,1996.40,1997.00,1960.00,1963.15,1956.85,6821015.00,1966.58,1982.33,1950.69,1966.57,1960.26,5803030.20
2021-05-26,1975.00,1979.50,1965.30,1970.05,1963.73,3452113.00,1972.58,1986.42,1956.22,1970.26,1963.94,5526219.80
2021-05-27,1970.30,1993.00,1962.25,1976.10,1969.76,12377100.00,1976.60,1992.43,1961.75,1976.56,1970.22,6155767.10
2021-05-28,1990.00,2105.00,1990.00,2094.80,2088.08,26060864.00,1982.79,2008.73,1970.15,1992.31,1985.92,8148445.60
2021-05-31,2102.00,2191.70,2085.05,2160.30,2153.37,27285782.00,1999.26,2031.55,1985.61,2012.30,2005.85,10329081.40
2021-06-01,2166.00,2202.00,2146.50,2168.90,2161.95,12928379.00,2017.76,2051.49,2003.01,2030.40,2023.88,11065123.50
2021-06-02,2157.00,2209.50,2157.00,2201.25,2194.19,11366816.00,2035.46,2070.80,2021.51,2050.82,2044.24,11448775.70
2021-06-03,2221.00,2250.00,2196.10,2209.65,2202.56,11064116.00,2057.77,2094.71,2043.02,2073.24,2066.59,12028037.60
2021-06-04,2214.80,2216.45,2184.25,2190.50,2183.48,6677278.00,2080.05,2115.39,2062.85,2092.03,2085.33,12198009.90
2021-06-07,2202.00,2242.00,2185.00,2227.40,2220.26,7539326.00,2099.45,2138.61,2083.15,2116.21,2109.42,12557278.90
2021-06-08,2226.60,2227.15,2198.15,2214.60,2207.50,4464889.00,2122.47,2161.63,2106.96,2141.35,2134.49,12321666.30
2021-06-09,2219.00,2221.00,2157.95,2175.00,2168.03,5265326.00,2146.87,2185.78,2126.22,2161.85,2154.92,12502987.60
2021-06-10,2193.40,2230.00,2177.55,2183.00,2176.00,6532832.00,2169.18,2209.48,2147.76,2182.54,2175.54,11918560.80
2021-06-11,2182.90,2228.00,2180.10,2213.15,2213.15,6351520.00,2188.47,2221.78,2166.77,2194.37,2188.05,9947626.40
2021-06-14,2215.00,2258.25,2195.05,2244.90,2244.90,9383416.00,2199.77,2228.43,2177.77,2202.83,2197.20,8157389.80
2021-06-15,2261.00,2274.90,2240.30,2250.00,2250.00,7002898.00,2209.27,2235.72,2187.15,2210.94,2206.01,7564841.70
2021-06-16,2244.90,2247.05,2205.85,2211.60,2211.60,4982975.00,2218.06,2239.48,2192.03,2211.98,2207.75,6926457.60
2021-06-17,2200.00,2235.00,2179.90,2215.65,2215.65,7266765.00,2215.96,2237.98,2190.41,2212.58,2209.06,6546722.50
2021-06-18,2225.50,2235.00,2184.35,2225.65,2225.65,13553801.00,2217.03,2239.83,2190.42,2216.09,2213.27,7234374.80
2021-06-21,2203.50,2247.50,2200.15,2237.25,2237.25,5624044.00,2217.18,2240.38,2191.94,2217.08,2214.97,7042846.60
2021-06-22,2254.00,2261.00,2219.35,2225.75,2225.75,5940386.00,2219.92,2243.77,2194.06,2218.19,2216.80,7190396.30
2021-06-23,2250.00,2250.60,2201.70,2205.35,2205.35,7685796.00,2223.02,2246.73,2198.43,2221.23,2220.53,7432443.30
2021-06-24,2206.85,2214.60,2140.00,2153.50,2153.50,42209687.00,2224.36,2245.19,2194.68,2218.28,2218.28,11000128.80
2021-06-25,2153.50,2153.50,2081.10,2104.45,2104.45,25546334.00,2221.43,2237.74,2184.78,2207.41,2207.41,12919610.20
2021-06-28,2122.00,2126.50,2081.00,2086.00,2086.00,9357852.00,2212.12,2224.57,2173.37,2191.52,2191.52,12917053.80
2021-06-29,2089.50,2109.00,2084.10,2087.80,2087.80,12526981.00,2194.97,2207.98,2157.75,2175.30,2175.30,13469462.10
2021-06-30,2096.25,2122.65,2091.05,2110.65,2110.65,9120556.00,2180.11,2195.54,2146.27,2165.20,2165.20,13883220.20
2021-07-01,2118.00,2123.15,2095.00,2097.95,2097.95,5784627.00,2171.91,2184.35,2137.78,2153.43,2153.43,13735006.40
2021-07-02,2097.00,2132.90,2092.95,2129.05,2129.05,6500973.00,2159.06,2174.14,2128.64,2143.78,2143.78,13029723.60
2021-07-05,2136.45,2153.55,2131.50,2150.20,2150.20,5400604.00,2152.36,2164.74,2121.78,2135.07,2135.07,13007379.60
2021-07-06,2144.95,2148.90,2120.20,2124.80,2124.80,4646312.00,2141.45,2153.53,2111.86,2124.97,2124.97,12877972.20
